0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:01:48 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 43880
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:02:29 +0700] "POST /project_fruit/update-shipping HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:02:40 +0700] "POST /project_fruit/checkout HTTP/1.1" 200 35085
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:02:49 +0700] "GET /project_fruit/checkout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:02:51 +0700] "GET /project_fruit/checkout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:02:51 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 13991
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:02:51 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:02:51 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:02:51 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:05 +0700] "GET /project_fruit/home?category=quatangtraicay HTTP/1.1" 200 97479
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:05 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:05 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:05 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:06 +0700] "GET /project_fruit/add-cart?addToCartPid=57 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:06 +0700] "GET /project_fruit/home?category=quatangtraicay HTTP/1.1" 200 97479
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:06 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:06 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:06 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:07 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15240
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:07 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:07 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:07 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:08 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 43971
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:03:18 +0700] "POST /project_fruit/checkout HTTP/1.1" 200 35086
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:26 +0700] "GET /project_fruit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:28 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:30 +0700] "GET /project_fruit/user/login.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:36 +0700] "POST /project_fruit/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:36 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:44 +0700] "GET /project_fruit/home?category=quatangtraicay HTTP/1.1" 200 97479
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:44 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:44 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:44 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:45 +0700] "GET /project_fruit/add-cart?addToCartPid=57 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:45 +0700] "GET /project_fruit/home?category=quatangtraicay HTTP/1.1" 200 97479
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:45 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:45 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:45 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:46 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15240
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:46 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:46 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:46 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:47 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 44472
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:05:58 +0700] "POST /project_fruit/update-shipping HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:06:01 +0700] "POST /project_fruit/update-shipping HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:06:03 +0700] "POST /project_fruit/checkout HTTP/1.1" 200 35595
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:43 +0700] "GET /project_fruit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:44 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:47 +0700] "GET /project_fruit/home?category=hopquanguyencat HTTP/1.1" 200 85912
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:47 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:47 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:47 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:48 +0700] "GET /project_fruit/add-cart?addToCartPid=69 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:48 +0700] "GET /project_fruit/home?category=hopquanguyencat HTTP/1.1" 200 85912
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:48 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:48 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:48 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:49 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15104
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:49 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:49 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:49 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:50 +0700] "GET /project_fruit/user/login.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:54 +0700] "POST /project_fruit/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:54 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:56 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15128
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:56 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:56 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:56 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:08:57 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 43253
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:09:06 +0700] "POST /project_fruit/update-shipping HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:09:08 +0700] "POST /project_fruit/checkout HTTP/1.1" 200 34272
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:09:10 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:18 +0700] "GET /project_fruit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:20 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:22 +0700] "GET /project_fruit/user/login.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:26 +0700] "POST /project_fruit/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:26 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:28 +0700] "GET /project_fruit/home?category=traicaysaykho HTTP/1.1" 200 95849
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:28 +0700] "GET /project_fruit/assets/img/traicaysaykho.jpg HTTP/1.1" 200 342195
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:28 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:28 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:28 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:29 +0700] "GET /project_fruit/home?category=hopquanguyencat HTTP/1.1" 200 85962
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:29 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:29 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:29 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:31 +0700] "GET /project_fruit/add-cart?addToCartPid=70 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:31 +0700] "GET /project_fruit/home?category=hopquanguyencat HTTP/1.1" 200 85962
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:31 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:31 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:31 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:32 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15167
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:32 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:32 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:32 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:33 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 43311
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:43 +0700] "POST /project_fruit/update-shipping HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:50 +0700] "POST /project_fruit/apply-voucher HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:14:50 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 43883
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:15:07 +0700] "POST /project_fruit/checkout HTTP/1.1" 200 34431
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:15:10 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:23:12 +0700] "GET /project_fruit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:23:14 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:23:16 +0700] "GET /project_fruit/user/login.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:23:19 +0700] "POST /project_fruit/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:23:19 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:23:21 +0700] "GET /project_fruit/add-cart?addToCartPid=50 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:23:21 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:23:22 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15185
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:23:22 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:23:22 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:23:22 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:23:23 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 44271
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:01 +0700] "GET /project_fruit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:03 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:04 +0700] "GET /project_fruit/user/login.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:08 +0700] "POST /project_fruit/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:08 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:10 +0700] "GET /project_fruit/add-cart?addToCartPid=51 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:10 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:10 +0700] "GET /project_fruit/product-detail?pid=51 HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:11 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15185
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:11 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:11 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:11 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:12 +0700] "GET /project_fruit/update-cart?pid=51&change=1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:12 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15183
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /project_fruit/update-cart?pid=51&change=1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15183
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /project_fruit/update-cart?pid=51&change=1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15183
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:13 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:14 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 44262
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:19 +0700] "POST /project_fruit/apply-voucher HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:25:19 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 44727
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:27:58 +0700] "GET /project_fruit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:27:59 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:28:02 +0700] "GET /project_fruit/add-cart?addToCartPid=50 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:28:02 +0700] "GET /project_fruit/product-detail?pid=50 HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:28:02 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:28:03 +0700] "GET /project_fruit/user/login.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:28:06 +0700] "POST /project_fruit/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:28:06 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:28:08 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15185
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:28:08 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:28:08 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:28:08 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:28:09 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 43990
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:01 +0700] "GET /project_fruit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:02 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:04 +0700] "GET /project_fruit/add-cart?addToCartPid=50 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:04 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:05 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15132
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:05 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:05 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:05 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:08 +0700] "GET /project_fruit/user/login.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:12 +0700] "POST /project_fruit/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:12 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:13 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15185
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:13 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:13 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:13 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:29:15 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 43393
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:36:38 +0700] "GET /project_fruit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:36:39 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:36:42 +0700] "GET /project_fruit/user/login.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:36:48 +0700] "POST /project_fruit/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:36:48 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:36:50 +0700] "GET /project_fruit/add-cart?addToCartPid=51 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:36:50 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:36:51 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15185
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:36:51 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:36:51 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:36:51 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:36:53 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 44290
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:37:08 +0700] "POST /project_fruit/update-shipping HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:37:12 +0700] "POST /project_fruit/checkout HTTP/1.1" 200 35255
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:37:13 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:28 +0700] "GET /project_fruit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:30 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:33 +0700] "GET /project_fruit/add-cart?addToCartPid=49 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:33 +0700] "GET /project_fruit/ HTTP/1.1" 200 188338
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:34 +0700] "GET /project_fruit/user/login.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:37 +0700] "POST /project_fruit/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:37 +0700] "GET /project_fruit/home HTTP/1.1" 200 188388
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:39 +0700] "GET /project_fruit/show-cart HTTP/1.1" 200 15185
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:39 +0700] "GET /assets/img/logoBank/vnpost.webp HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:39 +0700] "GET /assets/img/logoBank/grab.jpg HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:39 +0700] "GET /assets/img/logoBank/giaohangtietkiem.png HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:40 +0700] "GET /project_fruit/checkout HTTP/1.1" 200 45467
0:0:0:0:0:0:0:1 - - [18/Apr/2025:01:42:56 +0700] "POST /project_fruit/update-shipping HTTP/1.1" 200 47
